path,size_bytes,sha256,category,included,note
ml/src/repo_hygiene/__pycache__/create_measurement_provenance.cpython-38.pyc,2975,,source,false,excluded cache/virtualenv directory
ml/src/repo_hygiene/audit_generated_artifacts.py,8859,17aaa71ab996ce5888d99a0b6792d6a512c132f78c2f6a960af463c3c0ed4539,source,true,
ml/src/repo_hygiene/check_no_demo_real_results.py,2586,a43c252fb7c9c09ac34567d10ef3c31696dca6fc84ee5bfea7067c2b5b1ee279,source,true,
ml/src/repo_hygiene/check_tracked_generated_outputs.py,3110,a31837e1a1fe70e2b3bf2ce83a91685741ac969309e41e71f56c19a5acb421da,source,true,
ml/src/repo_hygiene/cleanup_generated_outputs_plan.py,2771,c1a43ae8de6424985914e29df2be58ff484a116f5edc0f725067a82fc7d61d5b,source,true,
ml/src/repo_hygiene/common.py,3822,13f0eeeb06ecb10e30a2457e77ce465df28e8a5558e31ef1cef05eb5d945d4c8,source,true,
ml/src/repo_hygiene/create_measurement_provenance.py,3044,2df381dd112cebcd42fd564a69b3c7e1d9fa6d212af54f3d7f0e583cffd73d45,source,true,
ml/src/runtime_bundle/__init__.py,43,c2a4f3cd72f3bc6c25cfcde21f4a1d8f52d8de6c2406f30626a6e63047b93165,source,true,
ml/src/runtime_bundle/__pycache__/__init__.cpython-38.pyc,172,,source,false,excluded cache/virtualenv directory
ml/src/runtime_bundle/__pycache__/create_runtime_bundle.cpython-38.pyc,19764,,source,false,excluded cache/virtualenv directory
ml/src/runtime_bundle/create_runtime_bundle.py,21522,63d7ba1273a4a990cfd98022a0572267d0403b0ca8cab741d80fb5ee7468f6e3,source,true,
ml/src/schema.py,1540,4e4c3292bb045665cb56866ef2823940a560e741fed4f091f767081ae8cc3d5e,source,true,
ml/src/score_events.py,4876,b4d62c59debe250f8b4e132792030748e6d284ebfb8a1c660dfe39887e049ce8,source,true,
ml/src/scoring_runtime.py,7531,b18a6d1958c30297f0618fa73579ff1cec013b4d1340037d7a9b34c2684245cd,source,true,
ml/src/submission_bundle/__init__.py,46,ce5dd3f233573327a238ce75cb21569e896948df0f2a205f34e27f42e2576f72,source,true,
ml/src/submission_bundle/__pycache__/__init__.cpython-38.pyc,177,,source,false,excluded cache/virtualenv directory
ml/src/submission_bundle/__pycache__/collect_submission_candidates.cpython-38.pyc,5056,,source,false,excluded cache/virtualenv directory
ml/src/submission_bundle/__pycache__/common.cpython-38.pyc,10517,,source,false,excluded cache/virtualenv directory
ml/src/submission_bundle/__pycache__/create_submission_manifest.cpython-38.pyc,3248,,source,false,excluded cache/virtualenv directory
ml/src/submission_bundle/__pycache__/create_submission_zip.cpython-38.pyc,3652,,source,false,excluded cache/virtualenv directory
ml/src/submission_bundle/__pycache__/generate_submission_bundle_report.cpython-38.pyc,4120,,source,false,excluded cache/virtualenv directory
ml/src/submission_bundle/__pycache__/generate_submission_readme.cpython-38.pyc,2704,,source,false,excluded cache/virtualenv directory
ml/src/submission_bundle/__pycache__/inspect_submission_zip.cpython-38.pyc,5057,,source,false,excluded cache/virtualenv directory
ml/src/submission_bundle/__pycache__/validate_submission_candidates.cpython-38.pyc,4604,,source,false,excluded cache/virtualenv directory
ml/src/submission_bundle/collect_submission_candidates.py,6552,fdc03bf4d48faa91c1c0cecb7c09ae4cd4acdbbf790230b8c2095b6760ead721,source,true,
ml/src/submission_bundle/common.py,8552,c2d2be9d6e330851791296432fe0e7cf45c87551b50c6b630d9ce67f24738f4a,source,true,
ml/src/submission_bundle/create_submission_manifest.py,3288,c66fb9ad8b8311fbef4340cf03ec2e815b81a2b8a3f96c38542ca39260439561,source,true,
ml/src/submission_bundle/create_submission_zip.py,4064,621fe75efad3b03392ff0e586d039a0638dbae6fd6a0a39ff2c365547221492e,source,true,
ml/src/submission_bundle/generate_submission_bundle_report.py,4251,500f59f5f44339c204b0a3cb674f94d8d49e72b9483264510bb0833cf667e166,source,true,
ml/src/submission_bundle/generate_submission_readme.py,2417,4c934880e9c7eba4e82a898e22ae9d2e292bafb302b48815f399e59b7f593d11,source,true,
ml/src/submission_bundle/inspect_submission_zip.py,5286,b8546af343bfeb8d45338b17ef80e1e6d8924910db62a4960e29a168b70c89cc,source,true,
ml/src/submission_bundle/validate_submission_candidates.py,5322,6f1d3f9a0023156b12c94defd3347823830c7ca31e7f582c662c59b8169a85af,source,true,
ml/src/thesis_integration/__init__.py,77,e3c9222e5b5d54aef971ebe720f4ad9f589a056a9418ec76c5a9e3e3e1ed33ef,source,true,
ml/src/thesis_integration/__pycache__/__init__.cpython-38.pyc,209,,source,false,excluded cache/virtualenv directory
ml/src/thesis_integration/__pycache__/check_thesis_inputs.cpython-38.pyc,5032,,source,false,excluded cache/virtualenv directory
ml/src/thesis_integration/__pycache__/common.cpython-38.pyc,15208,,source,false,excluded cache/virtualenv directory
ml/src/thesis_integration/__pycache__/generate_abstracts.cpython-38.pyc,4743,,source,false,excluded cache/virtualenv directory
ml/src/thesis_integration/__pycache__/generate_appendix_plan.cpython-38.pyc,2975,,source,false,excluded cache/virtualenv directory
ml/src/thesis_integration/__pycache__/generate_chapter5_implementation_section.cpython-38.pyc,7347,,source,false,excluded cache/virtualenv directory
ml/src/thesis_integration/__pycache__/generate_chapter6_results_section.cpython-38.pyc,20162,,source,false,excluded cache/virtualenv directory
ml/src/thesis_integration/__pycache__/generate_chapter7_summary_hu.cpython-38.pyc,3518,,source,false,excluded cache/virtualenv directory
ml/src/thesis_integration/__pycache__/generate_chapter8_summary_en.cpython-38.pyc,3628,,source,false,excluded cache/virtualenv directory
ml/src/thesis_integration/__pycache__/generate_defense_questions_from_results.cpython-38.pyc,5033,,source,false,excluded cache/virtualenv directory
ml/src/thesis_integration/__pycache__/generate_figures_and_tables_plan.cpython-38.pyc,4022,,source,false,excluded cache/virtualenv directory
ml/src/thesis_integration/__pycache__/generate_thesis_update_package.cpython-38.pyc,3471,,source,false,excluded cache/virtualenv directory
ml/src/thesis_integration/check_thesis_inputs.py,5731,4730906ef472370ad8c9c0fbda8c47d57f231de3f8a3b1429f67d1eac725d589,source,true,
ml/src/thesis_integration/common.py,17206,a19a089bb42e2c04b1a82c894e97cd107b9727fc321300c0daedc4db787e49d1,source,true,
ml/src/thesis_integration/generate_abstracts.py,4689,e2c16c311fd629333ccb505a57d770c3a2d2c771a49d8f22dc81e095c198b784,source,true,
ml/src/thesis_integration/generate_appendix_plan.py,3636,ec2e31c85509ec3154c31c6b0ca891973918d7cf2a0ebf5685e18306ab53dace,source,true,
ml/src/thesis_integration/generate_chapter5_implementation_section.py,7147,48abfce333625cdaeeb644d6c4d2132d020a0c4daef5793cf922a706aa1c7c0d,source,true,
ml/src/thesis_integration/generate_chapter6_results_section.py,22228,27a8aa3665232a11b9ef0ca9781c221d987684665da813222b9346146c763373,source,true,
ml/src/thesis_integration/generate_chapter7_summary_hu.py,3386,db8242351a28e03aba0178c459e4fb03ccc835439d2e15442d7467cf77e39312,source,true,
ml/src/thesis_integration/generate_chapter8_summary_en.py,3395,251bf7067561555a50b128257a16bd8fa600650a5d7a5ced00912d38243e3005,source,true,
ml/src/thesis_integration/generate_defense_questions_from_results.py,4779,7e1d4a4d4a80e1973a97f8486e1786603c98d39850acbc737f9ed267511d8cf4,source,true,
ml/src/thesis_integration/generate_figures_and_tables_plan.py,4111,c8dee4e81895777e39b056d47d6df499fd8a968609a15f64d0fb1e1f34dc235f,source,true,
ml/src/thesis_integration/generate_thesis_update_package.py,3602,c89a0971006b2a36f50facd08e7789812d18831076a614c333599e10314f480e,source,true,
ml/src/thresholds.py,3878,623110f77673aadb17f77a990bc6e5dea57b6967c8801dd6b98acec08e03c631,source,true,
ml/src/train.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,source,true,
ml/src/train_ae.py,11250,3d4949effe2ed51ad76e1ec956e7d687b2194474355de1746f7ea65e53ad6d14,source,true,
ml/src/wazuh_baseline/__init__.py,39,5c5f5609f754b450616e607ef7e3d176beb2900cad048c375bd32fbe4a7c4ad4,source,true,
ml/src/wazuh_baseline/__pycache__/__init__.cpython-38.pyc,168,,source,false,excluded cache/virtualenv directory
ml/src/wazuh_baseline/__pycache__/build_ground_truth.cpython-38.pyc,2757,,source,false,excluded cache/virtualenv directory
ml/src/wazuh_baseline/__pycache__/correlate_alerts.cpython-38.pyc,4140,,source,false,excluded cache/virtualenv directory
ml/src/wazuh_baseline/__pycache__/evaluate_wazuh_baseline.cpython-38.pyc,3684,,source,false,excluded cache/virtualenv directory
ml/src/wazuh_baseline/__pycache__/parse_wazuh_alerts.cpython-38.pyc,4267,,source,false,excluded cache/virtualenv directory
ml/src/wazuh_baseline/build_ground_truth.py,2896,f423a7f5ff0f08d5a8178e0e8944369687dd842c3890c5022c25375c7829c8f9,source,true,
ml/src/wazuh_baseline/correlate_alerts.py,4929,c413709afac11c1d0c35b0290aabe0d0fee3e22386f25fc41e793544edf34398,source,true,
ml/src/wazuh_baseline/evaluate_wazuh_baseline.py,4215,fd021af6d5defb843876312b5c4b6e78bbc1334a2389ebbb61275d52d2cb93aa,source,true,
ml/src/wazuh_baseline/parse_wazuh_alerts.py,4810,a979a91caf90de478fdaaff5aeda53449ed18b8b8b70b68ef19e331b12393886,source,true,
ml/src/wazuh_export/__init__.py,78,930e82cc35dcaea66f5f6c5f4e3f15174877e905ba8d6bdd0b7c3d8a71979332,source,true,
ml/src/wazuh_export/__pycache__/__init__.cpython-38.pyc,208,,source,false,excluded cache/virtualenv directory
ml/src/wazuh_export/__pycache__/export_alerts_from_file.cpython-38.pyc,3387,,source,false,excluded cache/virtualenv directory
ml/src/wazuh_export/__pycache__/export_alerts_from_opensearch.cpython-38.pyc,4286,,source,false,excluded cache/virtualenv directory
ml/src/wazuh_export/__pycache__/summarize_wazuh_export.cpython-38.pyc,4608,,source,false,excluded cache/virtualenv directory
ml/src/wazuh_export/export_alerts_from_file.py,3463,45bd06ceaffe41849bf73b4c26e10e557ec4e4cb56fb4e86a4d3022d36e1c32a,source,true,
ml/src/wazuh_export/export_alerts_from_opensearch.py,5621,986dd49733beaffe68f0c428ee881b2a7045874f9ec09c2163160f2a9854fb07,source,true,
ml/src/wazuh_export/summarize_wazuh_export.py,4809,29de1f27ba9bc7beda8d7b8bca3de034946e7c71a13dd7d1e445b2f3d35ecd6f,source,true,
ml/tests/__pycache__/conftest.cpython-38-pytest-8.3.5.pyc,467,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/conftest.cpython-39-pytest-8.4.2.pyc,463,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_appendix_plan.cpython-38-pytest-8.3.5.pyc,1179,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_autoencoder.cpython-38-pytest-8.3.5.pyc,3435,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_autoencoder.cpython-39-pytest-8.4.2.pyc,3371,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_benchmark_scoring.cpython-38-pytest-8.3.5.pyc,6096,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_biraloi_risk_questions.cpython-38-pytest-8.3.5.pyc,1528,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_case_studies.cpython-38-pytest-8.3.5.pyc,4325,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_cleanup_generated_outputs_plan.cpython-38-pytest-8.3.5.pyc,1277,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_collect_thesis_figures.cpython-38-pytest-8.3.5.pyc,3549,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_context_features.cpython-38-pytest-8.3.5.pyc,5711,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_dataset_outputs.cpython-38-pytest-8.3.5.pyc,13142,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_dataset_outputs.cpython-39-pytest-8.4.2.pyc,11252,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_defense_notes_generation.cpython-38-pytest-8.3.5.pyc,2166,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_defense_questions_from_results.cpython-38-pytest-8.3.5.pyc,1683,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_explain.cpython-38-pytest-8.3.5.pyc,2840,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_features.cpython-27-PYTEST.pyc,1393,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_features.cpython-38-pytest-8.3.5.pyc,762,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_features.cpython-39-pytest-8.4.2.pyc,740,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_figures_and_tables_plan.cpython-38-pytest-8.3.5.pyc,1456,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_final_acceptance_documentation.cpython-38-pytest-8.3.5.pyc,1781,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_final_acceptance_failure_modes.cpython-38-pytest-8.3.5.pyc,1482,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_final_acceptance_make_targets.cpython-38-pytest-8.3.5.pyc,2115,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_final_acceptance_provenance_policy.cpython-38-pytest-8.3.5.pyc,2361,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_final_acceptance_readiness.cpython-38-pytest-8.3.5.pyc,2017,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_final_submission_artifact_plan.cpython-38-pytest-8.3.5.pyc,1913,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_final_submission_no_overclaiming.cpython-38-pytest-8.3.5.pyc,1514,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_final_submission_readiness.cpython-38-pytest-8.3.5.pyc,1740,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_final_submission_requirement_coverage.cpython-38-pytest-8.3.5.pyc,1666,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_final_submission_structure.cpython-38-pytest-8.3.5.pyc,1459,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_generate_abstracts.cpython-38-pytest-8.3.5.pyc,1504,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_generate_chapter5_section.cpython-38-pytest-8.3.5.pyc,1464,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_generate_chapter6_section.cpython-38-pytest-8.3.5.pyc,2262,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_generate_run_commands.cpython-38-pytest-8.3.5.pyc,1964,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_generate_summary_sections.cpython-38-pytest-8.3.5.pyc,1679,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_hybrid_eval.cpython-38-pytest-8.3.5.pyc,4828,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_hybrid_real_eval.cpython-38-pytest-8.3.5.pyc,4959,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_infra_diagnostics_compose_mount_policy.cpython-38-pytest-8.3.5.pyc,2929,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_infra_diagnostics_wazuh_mounts.cpython-38-pytest-8.3.5.pyc,2464,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_lab_ae_eval.cpython-38-pytest-8.3.5.pyc,4362,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_lab_ae_features.cpython-38-pytest-8.3.5.pyc,4280,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_lab_event_marker.cpython-38-pytest-8.3.5.pyc,3114,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_lab_feature_flow_csv_builder.cpython-38-pytest-8.3.5.pyc,4069,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_lab_feature_zeek_builder.cpython-38-pytest-8.3.5.pyc,6693,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_lab_session_doctor.cpython-38-pytest-8.3.5.pyc,3350,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_lab_session_plan.cpython-38-pytest-8.3.5.pyc,2284,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_lab_session_summary.cpython-38-pytest-8.3.5.pyc,2715,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_live_dashboard_payload.cpython-38-pytest-8.3.5.pyc,2448,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_live_enrich_wazuh_alerts.cpython-38-pytest-8.3.5.pyc,8404,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_live_integration_thesis_section.cpython-38-pytest-8.3.5.pyc,2048,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_live_integration_validation.cpython-38-pytest-8.3.5.pyc,2945,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_live_smoke_docker.cpython-38-pytest-8.3.5.pyc,2161,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_live_smoke_input_paths.cpython-38-pytest-8.3.5.pyc,2463,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_live_smoke_make_dry_run.cpython-38-pytest-8.3.5.pyc,2247,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_live_smoke_ml_service.cpython-38-pytest-8.3.5.pyc,2904,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_live_smoke_model_artifacts.cpython-38-pytest-8.3.5.pyc,1951,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_live_smoke_opensearch.cpython-38-pytest-8.3.5.pyc,2325,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_live_smoke_readiness.cpython-38-pytest-8.3.5.pyc,1818,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_measurement_manifest.cpython-38-pytest-8.3.5.pyc,2898,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_measurement_provenance.cpython-38-pytest-8.3.5.pyc,2660,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_measurement_quality_alignment.cpython-38-pytest-8.3.5.pyc,3905,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_measurement_quality_claim_strength.cpython-38-pytest-8.3.5.pyc,3101,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_measurement_quality_metric_consistency.cpython-38-pytest-8.3.5.pyc,3323,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_measurement_quality_scenario_coverage.cpython-38-pytest-8.3.5.pyc,5228,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_measurement_quality_summary.cpython-38-pytest-8.3.5.pyc,2035,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_measurement_quality_thesis_notes.cpython-38-pytest-8.3.5.pyc,1791,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_measurement_quality_ttd.cpython-38-pytest-8.3.5.pyc,2519,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_metrics.cpython-38-pytest-8.3.5.pyc,3289,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_no_demo_real_results_guard.cpython-38-pytest-8.3.5.pyc,2536,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_operator_smoke_brief.cpython-38-pytest-8.3.5.pyc,1816,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_performance_export.cpython-38-pytest-8.3.5.pyc,4390,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_performance_report.cpython-38-pytest-8.3.5.pyc,3017,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_post_session_input_check.cpython-38-pytest-8.3.5.pyc,4124,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_postrun_quality_gate.cpython-38-pytest-8.3.5.pyc,5408,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_real_comparison.cpython-38-pytest-8.3.5.pyc,9390,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_real_lab_execution_brief.cpython-38-pytest-8.3.5.pyc,1460,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_real_lab_input_validation.cpython-38-pytest-8.3.5.pyc,3698,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_real_lab_runbook_docs_check.cpython-38-pytest-8.3.5.pyc,3404,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_real_measurement_bundle_validation.cpython-38-pytest-8.3.5.pyc,4250,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_real_measurement_preflight.cpython-38-pytest-8.3.5.pyc,3307,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_real_measurement_report.cpython-38-pytest-8.3.5.pyc,3355,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_redaction.cpython-38-pytest-8.3.5.pyc,2589,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_repo_hygiene_audit.cpython-38-pytest-8.3.5.pyc,1700,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_rule_proxy_export.cpython-38-pytest-8.3.5.pyc,4165,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_scenario_marker_helper.cpython-38-pytest-8.3.5.pyc,2707,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_scoring_service_logic.cpython-38-pytest-8.3.5.pyc,3825,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_security_report.cpython-38-pytest-8.3.5.pyc,4056,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_submission_bundle_report.cpython-38-pytest-8.3.5.pyc,2418,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_submission_candidate_validation.cpython-38-pytest-8.3.5.pyc,3638,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_submission_candidates.cpython-38-pytest-8.3.5.pyc,3742,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_submission_manifest.cpython-38-pytest-8.3.5.pyc,3336,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_submission_readme.cpython-38-pytest-8.3.5.pyc,1308,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_submission_zip.cpython-38-pytest-8.3.5.pyc,2844,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_submission_zip_inspection.cpython-38-pytest-8.3.5.pyc,2777,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_thesis_integration_input_check.cpython-38-pytest-8.3.5.pyc,1401,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_thesis_tables_generation.cpython-38-pytest-8.3.5.pyc,2574,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_thesis_update_package.cpython-38-pytest-8.3.5.pyc,1357,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_thresholds.cpython-38-pytest-8.3.5.pyc,4219,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_thresholds.cpython-39-pytest-8.4.2.pyc,4104,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_tracked_generated_outputs_guard.cpython-38-pytest-8.3.5.pyc,2949,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_wazuh_baseline_correlation.cpython-38-pytest-8.3.5.pyc,4975,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_wazuh_baseline_metrics.cpython-38-pytest-8.3.5.pyc,5326,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_wazuh_baseline_parsing.cpython-38-pytest-8.3.5.pyc,6534,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_wazuh_export_file.cpython-38-pytest-8.3.5.pyc,5148,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/test_wazuh_export_summary.cpython-38-pytest-8.3.5.pyc,2134,,tests,false,excluded cache/virtualenv directory
ml/tests/__pycache__/thesis_integration_fixture.cpython-38.pyc,2674,,tests,false,excluded cache/virtualenv directory
ml/tests/cicids2017/sample.csv,407,7984caa8713ef860ee8c08d8167d9c02376d19fe25abf9e9b1d533ba4d9563fb,tests,true,
ml/tests/conftest.py,192,95abed9370fb0a81dec8c64fb1e3634fdf8a06c5ae23d1d98f15fb540c1adfd6,tests,true,
ml/tests/test_appendix_plan.py,538,26b836f9d794762634b92ea8712d8f0d8cab2823193a79db52557fbc443df87e,tests,true,
ml/tests/test_autoencoder.py,1554,cd26c20f372fd405fe6603ca23f93c3d8d692f096f778469e9e81f98ea0ca108,tests,true,
ml/tests/test_benchmark_scoring.py,4320,65000d4a8bf2049aa43d834c9ab66c9924004519ac2193b4533e8d3291c8991f,tests,true,
ml/tests/test_biraloi_risk_questions.py,417,6c2830d116c85fcf15766a4ab93eded7b3f45ab0f1ebb699790fc9b563c77aa5,tests,true,
ml/tests/test_case_studies.py,2335,adfc9e8614a736d454a073952301512b55fb20ea05bd527b12504b860d6c0587,tests,true,
ml/tests/test_cleanup_generated_outputs_plan.py,647,e17636e95bfb95be0cfa1d295cdb36fa352e7972c73fedb8def4708ac579e7b0,tests,true,
ml/tests/test_collect_thesis_figures.py,1793,732e374a671f0dda30213f3ad71d16af4924c5433d1cdb261a7c540d309315f4,tests,true,
ml/tests/test_context_features.py,2691,7ff710fca3a05c0b4702c2f8c8e3e5593c2a7eccc94e3c40a960602af75b3bad,tests,true,
ml/tests/test_dataset_outputs.py,4637,1304fa6f5533f285bc21c3145de17cca6bce872d3145191d361fa22a23195bb1,tests,true,
ml/tests/test_defense_notes_generation.py,1516,65c41662635f1ae482f105f9bd6d5a209daf51b01a4d67da7a051aa2c3562615,tests,true,
ml/tests/test_defense_questions_from_results.py,618,e04668f47d5f16b1e2b71dac3c2f81fcc8f77bc5f3d4576909b49c4508733eaf,tests,true,
ml/tests/test_explain.py,1092,44207d7f16ca82516f88475f353ebe37b77dd53d41bed4194dc145c06b3045df,tests,true,
ml/tests/test_features.py,46,a4b95e185593b65685706abd109c9f6a1d63043096ce9b29e16c8df2c4e116a3,tests,true,
ml/tests/test_figures_and_tables_plan.py,657,46de3f1b1bea40813abef6a1d40d41dc3119207857dd07cdc900d9c7bfcaf79e,tests,true,
ml/tests/test_final_acceptance_documentation.py,899,54cd40430b84a727df4822a9112826e2910b0c5382ce165cdd7ee2a7a882bd78,tests,true,
ml/tests/test_final_acceptance_failure_modes.py,472,9f7be4ada45919b73550c178f6a6edf48619589e35856b34141747fe8a19c74a,tests,true,
ml/tests/test_final_acceptance_make_targets.py,1211,244a367685b98bd701e683e4379e70aebc4e8f551c3bfb01f4a5290104e211f6,tests,true,
ml/tests/test_final_acceptance_provenance_policy.py,1626,d93fc7e1692dcb12fe06b8c26b32925167b5faff38815de871dd5719ef06d3a8,tests,true,
ml/tests/test_final_acceptance_readiness.py,1323,b0ebdc39b386a9fb039b5da4173f85cc6d2fd6c66534a46b702741f265d1d5fc,tests,true,
ml/tests/test_final_submission_artifact_plan.py,1054,cafdc9d120f40f6b497783fbaefd9e87063347505d398f903c2a7caff0808fb1,tests,true,
ml/tests/test_final_submission_no_overclaiming.py,756,3139d342f0f7cbdea6f3df19141cd08e6a74e636fb466f69e4b38530db18eafa,tests,true,
ml/tests/test_final_submission_readiness.py,1073,66aa9af2cc146f99a17ef9a4d4bd445e731fd9ebfeb930dc87a0f912f58d8cdb,tests,true,
ml/tests/test_final_submission_requirement_coverage.py,1044,6af840ef528e2602fe1a8558e18b145055824c607947c32ab4afffa385f83eda,tests,true,
